cap	metric	emotion_dimension	r	p_value	n	significant	effect_size	is_dwell_metric	metric_mean	metric_std	emotion_mean	emotion_std
CAP_1	avg_dwell_time_sec	arousal_t	0.010607235054871307	0.9468444277400238	42	False	negligible	True	0.21428571428571427	0.5312532024908597	50.0	10.121216546949478
CAP_1	transitions_out	valence			42	False	large	False	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_1	transitions_out	arousal			42	False	large	False	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_1	transitions_out	valence_t			42	False	large	False	0.0	0.0	50.0	10.121216546949475
CAP_1	transitions_out	arousal_t			42	False	large	False	0.0	0.0	50.0	10.121216546949478
CAP_3	frequency_pct	valence	0.0011059332503303863	0.9944539784785748	42	False	negligible	False	35.714285714285715	48.49656045851726	4.695592378055386	1.7017438427000358
CAP_3	frequency_pct	arousal	-0.3120450521596116	0.04424114580362258	42	True	medium	False	35.714285714285715	48.49656045851726	3.9047922202714243	1.6495858578606433
CAP_3	frequency_pct	valence_t	0.0011059332503304065	0.9944539784785748	42	False	negligible	False	35.714285714285715	48.49656045851726	50.0	10.121216546949475
CAP_3	frequency_pct	arousal_t	-0.31204505215961165	0.04424114580362258	42	True	medium	False	35.714285714285715	48.49656045851726	50.0	10.121216546949478
CAP_3	avg_dwell_time	valence	0.001105933250330385	0.9944539784785748	42	False	negligible	True	0.35714285714285715	0.4849656045851726	4.695592378055386	1.7017438427000358
CAP_3	avg_dwell_time	arousal	-0.3120450521596116	0.04424114580362258	42	True	medium	True	0.35714285714285715	0.4849656045851726	3.9047922202714243	1.6495858578606433
CAP_3	avg_dwell_time	valence_t	0.0011059332503304297	0.9944539784785748	42	False	negligible	True	0.35714285714285715	0.4849656045851726	50.0	10.121216546949475
CAP_3	avg_dwell_time	arousal_t	-0.3120450521596117	0.04424114580362258	42	True	medium	True	0.35714285714285715	0.4849656045851726	50.0	10.121216546949478
CAP_3	max_dwell_time	valence	0.001105933250330385	0.9944539784785748	42	False	negligible	True	0.35714285714285715	0.4849656045851726	4.695592378055386	1.7017438427000358
CAP_3	max_dwell_time	arousal	-0.3120450521596116	0.04424114580362258	42	True	medium	True	0.35714285714285715	0.4849656045851726	3.9047922202714243	1.6495858578606433
CAP_3	max_dwell_time	valence_t	0.0011059332503304297	0.9944539784785748	42	False	negligible	True	0.35714285714285715	0.4849656045851726	50.0	10.121216546949475
CAP_3	max_dwell_time	arousal_t	-0.3120450521596117	0.04424114580362258	42	True	medium	True	0.35714285714285715	0.4849656045851726	50.0	10.121216546949478
CAP_3	std_dwell_time	valence			42	False	large	True	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_3	std_dwell_time	arousal			42	False	large	True	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_3	std_dwell_time	valence_t			42	False	large	True	0.0	0.0	50.0	10.121216546949475
CAP_3	std_dwell_time	arousal_t			42	False	large	True	0.0	0.0	50.0	10.121216546949478
CAP_3	total_dwell_time	valence	0.001105933250330385	0.9944539784785748	42	False	negligible	True	0.35714285714285715	0.4849656045851726	4.695592378055386	1.7017438427000358
CAP_3	total_dwell_time	arousal	-0.3120450521596116	0.04424114580362258	42	True	medium	True	0.35714285714285715	0.4849656045851726	3.9047922202714243	1.6495858578606433
CAP_3	total_dwell_time	valence_t	0.0011059332503304297	0.9944539784785748	42	False	negligible	True	0.35714285714285715	0.4849656045851726	50.0	10.121216546949475
CAP_3	total_dwell_time	arousal_t	-0.3120450521596117	0.04424114580362258	42	True	medium	True	0.35714285714285715	0.4849656045851726	50.0	10.121216546949478
CAP_3	avg_dwell_time_sec	valence	0.0011059332503303978	0.9944539784785748	42	False	negligible	True	0.5357142857142857	0.7274484068777589	4.695592378055386	1.7017438427000358
CAP_3	avg_dwell_time_sec	arousal	-0.3120450521596116	0.04424114580362258	42	True	medium	True	0.5357142857142857	0.7274484068777589	3.9047922202714243	1.6495858578606433
CAP_3	avg_dwell_time_sec	valence_t	0.0011059332503303941	0.9944539784785748	42	False	negligible	True	0.5357142857142857	0.7274484068777589	50.0	10.121216546949475
CAP_3	avg_dwell_time_sec	arousal_t	-0.31204505215961176	0.04424114580362258	42	True	medium	True	0.5357142857142857	0.7274484068777589	50.0	10.121216546949478
CAP_3	transitions_out	valence			42	False	large	False	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_3	transitions_out	arousal			42	False	large	False	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_3	transitions_out	valence_t			42	False	large	False	0.0	0.0	50.0	10.121216546949475
CAP_3	transitions_out	arousal_t			42	False	large	False	0.0	0.0	50.0	10.121216546949478
CAP_4	frequency_pct	valence	-0.28142797823277216	0.07099525395296488	42	False	small	False	7.142857142857143	26.06611802150066	4.695592378055386	1.7017438427000358
CAP_4	frequency_pct	arousal	-0.01376705746651681	0.9310433695484797	42	False	negligible	False	7.142857142857143	26.06611802150066	3.9047922202714243	1.6495858578606433
CAP_4	frequency_pct	valence_t	-0.28142797823277227	0.07099525395296488	42	False	small	False	7.142857142857143	26.06611802150066	50.0	10.121216546949475
CAP_4	frequency_pct	arousal_t	-0.013767057466516817	0.9310433695484797	42	False	negligible	False	7.142857142857143	26.06611802150066	50.0	10.121216546949478
CAP_4	avg_dwell_time	valence	-0.28142797823277216	0.07099525395296488	42	False	small	True	0.07142857142857142	0.26066118021500656	4.695592378055386	1.7017438427000358
CAP_4	avg_dwell_time	arousal	-0.01376705746651681	0.9310433695484797	42	False	negligible	True	0.07142857142857142	0.26066118021500656	3.9047922202714243	1.6495858578606433
CAP_4	avg_dwell_time	valence_t	-0.28142797823277227	0.07099525395296488	42	False	small	True	0.07142857142857142	0.26066118021500656	50.0	10.121216546949475
CAP_4	avg_dwell_time	arousal_t	-0.013767057466516817	0.9310433695484797	42	False	negligible	True	0.07142857142857142	0.26066118021500656	50.0	10.121216546949478
CAP_4	max_dwell_time	valence	-0.28142797823277216	0.07099525395296488	42	False	small	True	0.07142857142857142	0.26066118021500656	4.695592378055386	1.7017438427000358
CAP_4	max_dwell_time	arousal	-0.01376705746651681	0.9310433695484797	42	False	negligible	True	0.07142857142857142	0.26066118021500656	3.9047922202714243	1.6495858578606433
CAP_4	max_dwell_time	valence_t	-0.28142797823277227	0.07099525395296488	42	False	small	True	0.07142857142857142	0.26066118021500656	50.0	10.121216546949475
CAP_4	max_dwell_time	arousal_t	-0.013767057466516817	0.9310433695484797	42	False	negligible	True	0.07142857142857142	0.26066118021500656	50.0	10.121216546949478
CAP_4	std_dwell_time	valence			42	False	large	True	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_4	std_dwell_time	arousal			42	False	large	True	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_4	std_dwell_time	valence_t			42	False	large	True	0.0	0.0	50.0	10.121216546949475
CAP_4	std_dwell_time	arousal_t			42	False	large	True	0.0	0.0	50.0	10.121216546949478
CAP_4	total_dwell_time	valence	-0.28142797823277216	0.07099525395296488	42	False	small	True	0.07142857142857142	0.26066118021500656	4.695592378055386	1.7017438427000358
CAP_4	total_dwell_time	arousal	-0.01376705746651681	0.9310433695484797	42	False	negligible	True	0.07142857142857142	0.26066118021500656	3.9047922202714243	1.6495858578606433
CAP_4	total_dwell_time	valence_t	-0.28142797823277227	0.07099525395296488	42	False	small	True	0.07142857142857142	0.26066118021500656	50.0	10.121216546949475
CAP_4	total_dwell_time	arousal_t	-0.013767057466516817	0.9310433695484797	42	False	negligible	True	0.07142857142857142	0.26066118021500656	50.0	10.121216546949478
CAP_4	avg_dwell_time_sec	valence	-0.28142797823277216	0.07099525395296488	42	False	small	True	0.10714285714285714	0.39099177032250987	4.695592378055386	1.7017438427000358
CAP_4	avg_dwell_time_sec	arousal	-0.01376705746651681	0.9310433695484797	42	False	negligible	True	0.10714285714285714	0.39099177032250987	3.9047922202714243	1.6495858578606433
CAP_4	avg_dwell_time_sec	valence_t	-0.28142797823277227	0.07099525395296488	42	False	small	True	0.10714285714285714	0.39099177032250987	50.0	10.121216546949475
CAP_4	avg_dwell_time_sec	arousal_t	-0.013767057466516817	0.9310433695484797	42	False	negligible	True	0.10714285714285714	0.39099177032250987	50.0	10.121216546949478
CAP_4	transitions_out	valence			42	False	large	False	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_4	transitions_out	arousal			42	False	large	False	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_4	transitions_out	valence_t			42	False	large	False	0.0	0.0	50.0	10.121216546949475
CAP_4	transitions_out	arousal_t			42	False	large	False	0.0	0.0	50.0	10.121216546949478
CAP_5	frequency_pct	valence	0.1440362983466368	0.36279650530509744	42	False	small	False	28.571428571428573	45.72299568592125	4.695592378055386	1.7017438427000358
CAP_5	frequency_pct	arousal	0.37905263809040746	0.013302538754418789	42	True	medium	False	28.571428571428573	45.72299568592125	3.9047922202714243	1.6495858578606433
CAP_5	frequency_pct	valence_t	0.14403629834663684	0.36279650530509744	42	False	small	False	28.571428571428573	45.72299568592125	50.0	10.121216546949475
CAP_5	frequency_pct	arousal_t	0.37905263809040746	0.013302538754418789	42	True	medium	False	28.571428571428573	45.72299568592125	50.0	10.121216546949478
CAP_5	avg_dwell_time	valence	0.14403629834663675	0.36279650530509744	42	False	small	True	0.2857142857142857	0.45722995685921247	4.695592378055386	1.7017438427000358
CAP_5	avg_dwell_time	arousal	0.37905263809040746	0.013302538754418789	42	True	medium	True	0.2857142857142857	0.45722995685921247	3.9047922202714243	1.6495858578606433
CAP_5	avg_dwell_time	valence_t	0.1440362983466368	0.36279650530509744	42	False	small	True	0.2857142857142857	0.45722995685921247	50.0	10.121216546949475
CAP_5	avg_dwell_time	arousal_t	0.3790526380904074	0.013302538754418789	42	True	medium	True	0.2857142857142857	0.45722995685921247	50.0	10.121216546949478
CAP_5	max_dwell_time	valence	0.14403629834663675	0.36279650530509744	42	False	small	True	0.2857142857142857	0.45722995685921247	4.695592378055386	1.7017438427000358
CAP_5	max_dwell_time	arousal	0.37905263809040746	0.013302538754418789	42	True	medium	True	0.2857142857142857	0.45722995685921247	3.9047922202714243	1.6495858578606433
CAP_5	max_dwell_time	valence_t	0.1440362983466368	0.36279650530509744	42	False	small	True	0.2857142857142857	0.45722995685921247	50.0	10.121216546949475
CAP_5	max_dwell_time	arousal_t	0.3790526380904074	0.013302538754418789	42	True	medium	True	0.2857142857142857	0.45722995685921247	50.0	10.121216546949478
CAP_5	std_dwell_time	valence			42	False	large	True	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_5	std_dwell_time	arousal			42	False	large	True	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_5	std_dwell_time	valence_t			42	False	large	True	0.0	0.0	50.0	10.121216546949475
CAP_5	std_dwell_time	arousal_t			42	False	large	True	0.0	0.0	50.0	10.121216546949478
CAP_5	total_dwell_time	valence	0.14403629834663675	0.36279650530509744	42	False	small	True	0.2857142857142857	0.45722995685921247	4.695592378055386	1.7017438427000358
CAP_5	total_dwell_time	arousal	0.37905263809040746	0.013302538754418789	42	True	medium	True	0.2857142857142857	0.45722995685921247	3.9047922202714243	1.6495858578606433
CAP_5	total_dwell_time	valence_t	0.1440362983466368	0.36279650530509744	42	False	small	True	0.2857142857142857	0.45722995685921247	50.0	10.121216546949475
CAP_5	total_dwell_time	arousal_t	0.3790526380904074	0.013302538754418789	42	True	medium	True	0.2857142857142857	0.45722995685921247	50.0	10.121216546949478
CAP_5	avg_dwell_time_sec	valence	0.14403629834663678	0.36279650530509744	42	False	small	True	0.42857142857142855	0.6858449352888187	4.695592378055386	1.7017438427000358
CAP_5	avg_dwell_time_sec	arousal	0.37905263809040746	0.013302538754418789	42	True	medium	True	0.42857142857142855	0.6858449352888187	3.9047922202714243	1.6495858578606433
CAP_5	avg_dwell_time_sec	valence_t	0.14403629834663684	0.36279650530509744	42	False	small	True	0.42857142857142855	0.6858449352888187	50.0	10.121216546949475
CAP_5	avg_dwell_time_sec	arousal_t	0.37905263809040746	0.013302538754418789	42	True	medium	True	0.42857142857142855	0.6858449352888187	50.0	10.121216546949478
CAP_5	transitions_out	valence			42	False	large	False	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_5	transitions_out	arousal			42	False	large	False	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_5	transitions_out	valence_t			42	False	large	False	0.0	0.0	50.0	10.121216546949475
CAP_5	transitions_out	arousal_t			42	False	large	False	0.0	0.0	50.0	10.121216546949478
CAP_2	frequency_pct	valence	-0.15677241781502171	0.3214472996043831	42	False	small	False	14.285714285714286	35.41688016605732	4.695592378055386	1.7017438427000358
CAP_2	frequency_pct	arousal	-0.06254452159590518	0.6939590641130536	42	False	negligible	False	14.285714285714286	35.41688016605732	3.9047922202714243	1.6495858578606433
CAP_2	frequency_pct	valence_t	-0.15677241781502174	0.3214472996043831	42	False	small	False	14.285714285714286	35.41688016605732	50.0	10.121216546949475
CAP_2	frequency_pct	arousal_t	-0.06254452159590512	0.6939590641130536	42	False	negligible	False	14.285714285714286	35.41688016605732	50.0	10.121216546949478
CAP_2	avg_dwell_time	valence	-0.1567724178150217	0.3214472996043837	42	False	small	True	0.14285714285714285	0.3541688016605732	4.695592378055386	1.7017438427000358
CAP_2	avg_dwell_time	arousal	-0.06254452159590519	0.6939590641130527	42	False	negligible	True	0.14285714285714285	0.3541688016605732	3.9047922202714243	1.6495858578606433
CAP_2	avg_dwell_time	valence_t	-0.15677241781502171	0.3214472996043831	42	False	small	True	0.14285714285714285	0.3541688016605732	50.0	10.121216546949475
CAP_2	avg_dwell_time	arousal_t	-0.06254452159590519	0.6939590641130527	42	False	negligible	True	0.14285714285714285	0.3541688016605732	50.0	10.121216546949478
CAP_2	max_dwell_time	valence	-0.1567724178150217	0.3214472996043837	42	False	small	True	0.14285714285714285	0.3541688016605732	4.695592378055386	1.7017438427000358
CAP_2	max_dwell_time	arousal	-0.06254452159590519	0.6939590641130527	42	False	negligible	True	0.14285714285714285	0.3541688016605732	3.9047922202714243	1.6495858578606433
CAP_2	max_dwell_time	valence_t	-0.15677241781502171	0.3214472996043831	42	False	small	True	0.14285714285714285	0.3541688016605732	50.0	10.121216546949475
CAP_2	max_dwell_time	arousal_t	-0.06254452159590519	0.6939590641130527	42	False	negligible	True	0.14285714285714285	0.3541688016605732	50.0	10.121216546949478
CAP_2	std_dwell_time	valence			42	False	large	True	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_2	std_dwell_time	arousal			42	False	large	True	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_2	std_dwell_time	valence_t			42	False	large	True	0.0	0.0	50.0	10.121216546949475
CAP_2	std_dwell_time	arousal_t			42	False	large	True	0.0	0.0	50.0	10.121216546949478
CAP_2	total_dwell_time	valence	-0.1567724178150217	0.3214472996043837	42	False	small	True	0.14285714285714285	0.3541688016605732	4.695592378055386	1.7017438427000358
CAP_2	total_dwell_time	arousal	-0.06254452159590519	0.6939590641130527	42	False	negligible	True	0.14285714285714285	0.3541688016605732	3.9047922202714243	1.6495858578606433
CAP_2	total_dwell_time	valence_t	-0.15677241781502171	0.3214472996043831	42	False	small	True	0.14285714285714285	0.3541688016605732	50.0	10.121216546949475
CAP_2	total_dwell_time	arousal_t	-0.06254452159590519	0.6939590641130527	42	False	negligible	True	0.14285714285714285	0.3541688016605732	50.0	10.121216546949478
CAP_2	avg_dwell_time_sec	valence	-0.15677241781502171	0.3214472996043831	42	False	small	True	0.21428571428571427	0.5312532024908597	4.695592378055386	1.7017438427000358
CAP_2	avg_dwell_time_sec	arousal	-0.06254452159590519	0.6939590641130527	42	False	negligible	True	0.21428571428571427	0.5312532024908597	3.9047922202714243	1.6495858578606433
CAP_2	avg_dwell_time_sec	valence_t	-0.1567724178150217	0.3214472996043837	42	False	small	True	0.21428571428571427	0.5312532024908597	50.0	10.121216546949475
CAP_2	avg_dwell_time_sec	arousal_t	-0.06254452159590516	0.6939590641130536	42	False	negligible	True	0.21428571428571427	0.5312532024908597	50.0	10.121216546949478
CAP_2	transitions_out	valence			42	False	large	False	0.0	0.0	4.695592378055386	1.7017438427000358
CAP_2	transitions_out	arousal			42	False	large	False	0.0	0.0	3.9047922202714243	1.6495858578606433
CAP_2	transitions_out	valence_t			42	False	large	False	0.0	0.0	50.0	10.121216546949475
CAP_2	transitions_out	arousal_t			42	False	large	False	0.0	0.0	50.0	10.121216546949478
