cap	metric	character	weight_type	r	p	n
CAP_2	frequency_pct	dusty	valence	0.12211670753233891	0.9220635602746333	3
CAP_2	frequency_pct	nancy	valence	-0.6020140448773452	0.5887302269413001	3
CAP_2	frequency_pct	steve	valence	-0.9197092051443204	0.2568488147474338	3
CAP_2	avg_dwell_time	dusty	valence	0.07501006847643372	0.9522022131616525	3
CAP_2	avg_dwell_time	nancy	valence	-0.5635520130598444	0.6188688798283191	3
CAP_2	avg_dwell_time	steve	valence	-0.9372581721333488	0.2267101618604145	3
CAP_2	transitions_out	dusty	valence	0.21677749238103008	0.8608907800306709	3
CAP_2	transitions_out	nancy	valence	-0.6758453353343745	0.5275574466973374	3
CAP_2	transitions_out	steve	valence	-0.8777995781950844	0.31802159499139615	3
CAP_2	transition_rate	dusty	valence	0.726900460500599	0.4819202867568528	3
CAP_2	transition_rate	nancy	valence	-0.9728856819885574	0.14858695342352	3
CAP_2	transition_rate	steve	valence	-0.4581952591771494	0.6969920882652137	3
CAP_3	frequency_pct	dusty	valence	-0.9227035728698068	0.2519490881986788	3
CAP_3	frequency_pct	nancy	valence	0.9918398357654491	0.08138424513465536	3
CAP_3	frequency_pct	steve	valence	0.11447429600744045	0.9269632868233877	3
CAP_3	avg_dwell_time	dusty	valence	-0.8414340080475141	0.3634237937659815	3
CAP_3	avg_dwell_time	nancy	valence	0.45852328186402147	0.6967571270993151	3
CAP_3	avg_dwell_time	steve	valence	-0.7525327935924555	0.45766383121195153	3
CAP_3	transitions_out	dusty	valence	-1.0	0.0	3
CAP_3	transitions_out	nancy	valence	0.8660254037844387	0.3333333333333331	3
CAP_3	transitions_out	steve	valence	-0.2773500981126145	0.8210876249779333	3
CAP_3	transition_rate	dusty	valence	-0.46793704371728384	0.6899947922561187	3
CAP_3	transition_rate	nancy	valence	-0.03663553389431456	0.9766718744105478	3
CAP_3	transition_rate	steve	valence	-0.9788732597725316	0.13109283272181468	3
CAP_1	frequency_pct	dusty	valence	-0.37276884742245164	0.7568168783428619	3
CAP_1	frequency_pct	nancy	valence	0.7867894092395734	0.42348354500952834	3
CAP_1	frequency_pct	steve	valence	0.7881332915775343	0.42209549667920504	3
CAP_1	avg_dwell_time	dusty	valence	-0.15057599671227007	0.9037743569317691	3
CAP_1	avg_dwell_time	nancy	valence	0.6247018567455792	0.5704410235984357	3
CAP_1	avg_dwell_time	steve	valence	0.9080523877604857	0.27513801809029786	3
CAP_1	transitions_out	dusty	valence	-1.0	0.0	3
CAP_1	transitions_out	nancy	valence	0.8660254037844386	0.33333333333333337	3
CAP_1	transitions_out	steve	valence	-0.27735009811261446	0.8210876249779333	3
CAP_1	transition_rate	dusty	valence	-0.718976011681126	0.48922219272518924	3
CAP_1	transition_rate	nancy	valence	0.2751340471548194	0.8225555260585228	3
CAP_1	transition_rate	steve	valence	-0.8671759874247595	0.33186543225274384	3
CAP_5	frequency_pct	dusty	valence	0.951004167611967	0.20010781777182968	3
CAP_5	frequency_pct	nancy	valence	-0.9781827985797151	0.1332255155615026	3
CAP_5	frequency_pct	steve	valence	-0.03328757309676768	0.9788045572502365	3
CAP_5	avg_dwell_time	dusty	valence	-0.45837282419019376	0.6968649048023573	3
CAP_5	avg_dwell_time	nancy	valence	-0.04741749447239322	0.9698017618643093	3
CAP_5	avg_dwell_time	steve	valence	-0.9810227445042721	0.12422272017557585	3
CAP_5	transitions_out	dusty	valence	-0.057639041770423484	0.963285497998267	3
CAP_5	transitions_out	nancy	valence	-0.44925186980681225	0.7033811686683996	3
CAP_5	transitions_out	steve	valence	-0.9751578272987868	0.14219787302033438	3
CAP_5	transition_rate	dusty	valence	-0.35653670403710186	0.7679149461277444	3
CAP_5	transition_rate	nancy	valence	-0.15837081525615382	0.8987517205389223	3
CAP_5	transition_rate	steve	valence	-0.9965139440809622	0.05317267885018831	3
CAP_4	frequency_pct	dusty	valence	-0.9496220187847005	0.20293446827896555	3
CAP_4	frequency_pct	nancy	valence	0.6656980195793402	0.5362678016122993	3
CAP_4	frequency_pct	steve	valence	-0.5644803821555404	0.6181531566989673	3
CAP_4	avg_dwell_time	dusty	valence	-0.24944287266593834	0.839505036451995	3
CAP_4	avg_dwell_time	nancy	valence	-0.2681708931110842	0.8271616302146717	3
CAP_4	avg_dwell_time	steve	valence	-0.9995815566694042	0.018417411474060483	3
CAP_4	transitions_out	dusty	valence	-0.6404640308067906	0.5574841131574191	3
CAP_4	transitions_out	nancy	valence	0.17066403719657222	0.8908174464907525	3
CAP_4	transitions_out	steve	valence	-0.9154919261065296	0.2636035118205142	3
CAP_4	transition_rate	dusty	valence	-0.4500944925644021	0.7027805927077612	3
CAP_4	transition_rate	nancy	valence	-0.0566972021329805	0.9638860739589055	3
CAP_4	transition_rate	steve	valence	-0.9827820813504068	0.11830703227017254	3
